action,policy,seed,site,subset,rows,gain_percent,absolute_harm
damped_velocity_005,old_strict,29,hyang,zero_CV,4554,,0.0
damped_velocity_005,positive_population,29,coupa,all,27778,1.6407697017634448,-0.19538623402651467
damped_velocity_005,positive_population,29,deathCircle,all,35760,0.5491616251156572,-0.13625074399795167
damped_velocity_005,positive_population,29,gates,all,20236,0.2756862122353043,-0.05447979800486635
damped_velocity_005,positive_population,29,hyang,all,89183,0.5434818252966322,-0.08654057264301507
damped_velocity_005,positive_population,29,coupa,hard,4416,0.5836502232726359,-0.2490531264296152
damped_velocity_005,positive_population,29,deathCircle,hard,12715,0.45089041483693526,-0.25395586544667736
damped_velocity_005,positive_population,29,gates,hard,6404,0.12499464129768212,-0.05633813079817429
damped_velocity_005,positive_population,29,hyang,hard,18309,0.4563106242865822,-0.201516053320546
damped_velocity_005,positive_population,29,coupa,positive_easy,11220,2.402989503457953,-0.052996053786830366
damped_velocity_005,positive_population,29,deathCircle,positive_easy,4581,0.13026532276834146,-0.0034807542966031058
damped_velocity_005,positive_population,29,gates,positive_easy,2923,0.5374144757568922,-0.01520439796692541
damped_velocity_005,positive_population,29,hyang,positive_easy,19679,0.5132872327178961,-0.013655731465056054
damped_velocity_005,positive_population,29,coupa,complete,24834,1.7961478450344903,-0.21394607823863687
damped_velocity_005,positive_population,29,deathCircle,complete,27394,0.5737185922542021,-0.15725788443393895
damped_velocity_005,positive_population,29,gates,complete,15281,0.31307773608963974,-0.06843145893418168
damped_velocity_005,positive_population,29,hyang,complete,76409,0.5788805567176869,-0.09768371815452781
damped_velocity_005,positive_population,29,coupa,zero_CV,2463,,0.0
damped_velocity_005,positive_population,29,deathCircle,zero_CV,2984,,0.0
damped_velocity_005,positive_population,29,gates,zero_CV,1565,,0.0
damped_velocity_005,positive_population,29,hyang,zero_CV,4554,,0.0
damped_velocity_005,net_point,29,coupa,all,27778,1.3875597357049019,-0.16523346997133537
damped_velocity_005,net_point,29,deathCircle,all,35760,0.18054573820343034,-0.04479462881386809
damped_velocity_005,net_point,29,gates,all,20236,0.2305847570176267,-0.04556706294255619
damped_velocity_005,net_point,29,hyang,all,89183,0.3205106093810417,-0.05103606115780934
